,Table,Treat,Cv,Stem,Days_to_Term,Term_for_Bc_,flw,jar,pretreat,post,open,Bc_F,Bc_L,Day,Bc_F_per,tf_BC_F,Day2,Day3,Day4,Day5,Bc_F.per,Bc_F.logit.per
137,1,2,V,2,7,0,20,7,2,1,2,3,0,5,0.035,-3.31678004,25,125,625,3125,3.5,-3.31678004
138,1,2,V,2,7,0,20,7,2,1,2,4,0,6,0.09,-2.313634929,36,216,1296,7776,9,-2.313634929
139,1,2,V,2,7,0,20,7,2,1,2,4,1,7,0.09,-2.313634929,49,343,2401,16807,9,-2.313634929
140,1,2,V,3,6,1,21,7,2,1,2,2,0,1,0.01,-4.59511985,1,1,1,1,1,-4.59511985
141,1,2,V,3,6,1,21,7,2,1,2,3,0,2,0.035,-3.31678004,4,8,16,32,3.5,-3.31678004
142,1,2,V,3,6,1,21,7,2,1,2,4,0,3,0.09,-2.313634929,9,27,81,243,9,-2.313634929
143,1,2,V,3,6,1,21,7,2,1,2,6,0,4,0.38,-0.489548225,16,64,256,1024,38,-0.489548225
144,1,2,V,3,6,1,21,7,2,1,2,7,1,5,0.63,0.532216814,25,125,625,3125,63,0.532216814
145,1,2,V,3,6,1,21,7,2,1,3,8,1,6,0.88,1.992430165,36,216,1296,7776,88,1.992430165
146,1,3,C,1,3,1,22,8,3,1,0,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
147,1,3,C,1,3,1,22,8,3,1,1,5,0,2,0.14,-1.815289967,4,8,16,32,14,-1.815289967
148,1,3,C,1,3,1,22,8,3,1,1,8,1,3,0.88,1.992430165,9,27,81,243,88,1.992430165
149,1,3,C,2,5,1,23,8,3,1,1,3,0,1,0.035,-3.31678004,1,1,1,1,3.5,-3.31678004
150,1,3,C,2,5,1,23,8,3,1,1,6,0,2,0.38,-0.489548225,4,8,16,32,38,-0.489548225
151,1,3,C,2,5,1,23,8,3,1,1,6,0,3,0.38,-0.489548225,9,27,81,243,38,-0.489548225
152,1,3,C,2,5,1,23,8,3,1,1,7,0,4,0.63,0.532216814,16,64,256,1024,63,0.532216814
153,1,3,C,2,5,1,23,8,3,1,1,7,0,5,0.63,0.532216814,25,125,625,3125,63,0.532216814
154,1,3,C,3,4,1,24,8,3,1,1,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
155,1,3,C,3,4,1,24,8,3,1,0,5,0,2,0.14,-1.815289967,4,8,16,32,14,-1.815289967
156,1,3,C,3,4,1,24,8,3,1,0,6,0,3,0.38,-0.489548225,9,27,81,243,38,-0.489548225
157,1,3,C,3,4,1,24,8,3,1,0,8,0,4,0.88,1.992430165,16,64,256,1024,88,1.992430165
158,1,4,D,1,4,0,25,9,4,1,2,2,0,1,0.01,-4.59511985,1,1,1,1,1,-4.59511985
159,1,4,D,1,4,0,25,9,4,1,2,4,0,2,0.09,-2.313634929,4,8,16,32,9,-2.313634929
160,1,4,D,1,4,0,25,9,4,1,2,4,0,3,0.09,-2.313634929,9,27,81,243,9,-2.313634929
161,1,4,D,1,4,0,25,9,4,1,2,5,0,4,0.14,-1.815289967,16,64,256,1024,14,-1.815289967
162,1,4,D,2,5,0,26,9,4,1,2,3,0,1,0.035,-3.31678004,1,1,1,1,3.5,-3.31678004
163,1,4,D,2,5,0,26,9,4,1,2,4,0,2,0.09,-2.313634929,4,8,16,32,9,-2.313634929
164,1,4,D,2,5,0,26,9,4,1,2,4,0,3,0.09,-2.313634929,9,27,81,243,9,-2.313634929
165,1,4,D,2,5,0,26,9,4,1,2,4,0,4,0.09,-2.313634929,16,64,256,1024,9,-2.313634929
166,1,4,D,2,5,0,26,9,4,1,2,4,0,5,0.035,-3.31678004,25,125,625,3125,9,-2.313634929
167,1,4,D,3,4,0,27,9,4,1,2,3,0,1,0.035,-3.31678004,1,1,1,1,3.5,-3.31678004
168,1,4,D,3,4,0,27,9,4,1,2,4,0,2,0.09,-2.313634929,4,8,16,32,9,-2.313634929
169,1,4,D,3,4,0,27,9,4,1,2,5,0,3,0.14,-1.815289967,9,27,81,243,14,-1.815289967
170,1,4,D,3,4,0,27,9,4,1,2,5,1,4,0.14,-1.815289967,16,64,256,1024,14,-1.815289967
171,1,5,F,1,7,1,28,10,5,1,1,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
172,1,5,F,1,7,1,28,10,5,1,1,3,0,2,0.035,-3.31678004,4,8,16,32,3.5,-3.31678004
173,1,5,F,1,7,1,28,10,5,1,1,4,0,3,0.09,-2.313634929,9,27,81,243,9,-2.313634929
174,1,5,F,1,7,1,28,10,5,1,1,5,0,4,0.14,-1.815289967,16,64,256,1024,14,-1.815289967
175,1,5,F,1,7,1,28,10,5,1,1,6,0,5,0.38,-0.489548225,25,125,625,3125,38,-0.489548225
176,1,5,F,1,7,1,28,10,5,1,1,6,0,6,0.38,-0.489548225,36,216,1296,7776,38,-0.489548225
177,1,5,F,1,7,1,28,10,5,1,1,7,0,7,0.63,0.532216814,49,343,2401,16807,63,0.532216814
178,1,5,F,2,8,0,29,10,5,1,1,2,0,1,0.01,-4.59511985,1,1,1,1,1,-4.59511985
179,1,5,F,2,8,0,29,10,5,1,1,2,0,2,0.01,-4.59511985,4,8,16,32,1,-4.59511985
180,1,5,F,2,8,0,29,10,5,1,1,2,0,3,0.01,-4.59511985,9,27,81,243,1,-4.59511985
181,1,5,F,2,8,0,29,10,5,1,1,3,0,4,0.035,-3.31678004,16,64,256,1024,3.5,-3.31678004
182,1,5,F,2,8,0,29,10,5,1,2,4,0,5,0.09,-2.313634929,25,125,625,3125,9,-2.313634929
183,1,5,F,2,8,0,29,10,5,1,1,4,0,6,0.09,-2.313634929,36,216,1296,7776,9,-2.313634929
184,1,5,F,2,8,0,29,10,5,1,2,5,0,7,0.14,-1.815289967,49,343,2401,16807,14,-1.815289967
185,1,5,F,2,8,0,29,10,5,1,2,5,1,8,0.14,-1.815289967,64,512,4096,32768,14,-1.815289967
186,1,5,F,3,9,1,30,10,5,1,0,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
187,1,5,F,3,9,1,30,10,5,1,1,1,0,2,0.005,-5.293304825,4,8,16,32,0.5,-5.293304825
188,1,5,F,3,9,1,30,10,5,1,1,2,0,3,0.01,-4.59511985,9,27,81,243,1,-4.59511985
189,1,5,F,3,9,1,30,10,5,1,1,4,0,4,0.09,-2.313634929,16,64,256,1024,9,-2.313634929
190,1,5,F,3,9,1,30,10,5,1,1,5,0,5,0.14,-1.815289967,25,125,625,3125,14,-1.815289967
191,1,5,F,3,9,1,30,10,5,1,1,5,0,6,0.14,-1.815289967,36,216,1296,7776,14,-1.815289967
192,1,5,F,3,9,1,30,10,5,1,1,6,0,7,0.38,-0.489548225,49,343,2401,16807,38,-0.489548225
193,1,5,F,3,9,1,30,10,5,1,1,6,0,8,0.38,-0.489548225,64,512,4096,32768,38,-0.489548225
194,1,5,F,3,9,1,30,10,5,1,1,8,0,9,0.88,1.992430165,81,729,6561,59049,88,1.992430165
195,1,1,D,1,4,0,31,11,1,1,1,3,0,1,0.035,-3.31678004,1,1,1,1,3.5,-3.31678004
196,1,1,D,1,4,0,31,11,1,1,2,5,0,2,0.14,-1.815289967,4,8,16,32,14,-1.815289967
197,1,1,D,1,4,0,31,11,1,1,2,5,0,3,0.035,-3.31678004,9,27,81,243,14,-1.815289967
198,1,1,D,1,4,0,31,11,1,1,2,6,0,4,0.38,-0.489548225,16,64,256,1024,38,-0.489548225
199,1,1,D,2,3,0,32,11,1,1,1,2,0,1,0.01,-4.59511985,1,1,1,1,1,-4.59511985
200,1,1,D,2,3,0,32,11,1,1,1,5,0,2,0.14,-1.815289967,4,8,16,32,14,-1.815289967
201,1,1,D,2,3,0,32,11,1,1,1,6,1,3,0.38,-0.489548225,9,27,81,243,38,-0.489548225
202,1,1,D,3,3,0,33,11,1,1,0,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
203,1,1,D,3,3,0,33,11,1,1,0,4,0,2,0.09,-2.313634929,4,8,16,32,9,-2.313634929
204,1,1,D,3,3,0,33,11,1,1,1,6,0,3,0.38,-0.489548225,9,27,81,243,38,-0.489548225
205,1,2,F,1,7,0,34,12,2,1,1,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
206,1,2,F,1,7,0,34,12,2,1,1,1,0,2,0.005,-5.293304825,4,8,16,32,0.5,-5.293304825
207,1,2,F,1,7,0,34,12,2,1,1,2,0,3,0.01,-4.59511985,9,27,81,243,1,-4.59511985
208,1,2,F,1,7,0,34,12,2,1,1,3,0,4,0.035,-3.31678004,16,64,256,1024,3.5,-3.31678004
209,1,2,F,1,7,0,34,12,2,1,1,3,0,5,0.035,-3.31678004,25,125,625,3125,3.5,-3.31678004
210,1,2,F,1,7,0,34,12,2,1,1,3,0,6,0.035,-3.31678004,36,216,1296,7776,3.5,-3.31678004
211,1,2,F,1,7,0,34,12,2,1,2,4,0,7,0.09,-2.313634929,49,343,2401,16807,9,-2.313634929
212,1,2,F,2,7,0,35,12,2,1,2,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
213,1,2,F,2,7,0,35,12,2,1,2,1,0,2,0.005,-5.293304825,4,8,16,32,0.5,-5.293304825
214,1,2,F,2,7,0,35,12,2,1,2,1,0,3,0.005,-5.293304825,9,27,81,243,0.5,-5.293304825
215,1,2,F,2,7,0,35,12,2,1,2,1,0,4,0.005,-5.293304825,16,64,256,1024,0.5,-5.293304825
