,Table,Treat,Cv,Stem,Days_to_Term,Term_for_Bc_,flw,jar,pretreat,post,open,Bc_F,Bc_L,Day,Bc_F_per,tf_BC_F,Day2,Day3,Day4,Day5,Bc_F.per,Bc_F.logit.per
2521,3,7,F,1,9,0,329,112,2,0,1,2,0,3,0.01,-4.59511985,9,27,81,243,1,-4.59511985
2522,3,7,F,1,9,0,329,112,2,0,1,4,0,4,0.09,-2.313634929,16,64,256,1024,9,-2.313634929
2523,3,7,F,1,9,0,329,112,2,0,1,4,0,5,0.035,-3.31678004,25,125,625,3125,9,-2.313634929
2524,3,7,F,1,9,0,329,112,2,0,1,4,0,6,0.09,-2.313634929,36,216,1296,7776,9,-2.313634929
2525,3,7,F,1,9,0,329,112,2,0,1,4,0,7,0.035,-3.31678004,49,343,2401,16807,9,-2.313634929
2526,3,7,F,1,9,0,329,112,2,0,1,4,0,8,0.005,-5.293304825,64,512,4096,32768,9,-2.313634929
2527,3,7,F,1,9,0,329,112,2,0,1,6,0,9,0.38,-0.489548225,81,729,6561,59049,38,-0.489548225
2528,3,7,F,2,6,0,330,112,2,0,1,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
2529,3,7,F,2,6,0,330,112,2,0,1,1,0,2,0.005,-5.293304825,4,8,16,32,0.5,-5.293304825
2530,3,7,F,2,6,0,330,112,2,0,1,1,0,3,0.005,-5.293304825,9,27,81,243,0.5,-5.293304825
2531,3,7,F,2,6,0,330,112,2,0,1,1,0,4,0.005,-5.293304825,16,64,256,1024,0.5,-5.293304825
2532,3,7,F,2,6,0,330,112,2,0,2,2,0,5,0.01,-4.59511985,25,125,625,3125,1,-4.59511985
2533,3,7,F,2,6,0,330,112,2,0,1,2,0,6,0.01,-4.59511985,36,216,1296,7776,1,-4.59511985
2534,3,7,F,3,8,1,331,112,2,0,1,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
2535,3,7,F,3,8,1,331,112,2,0,1,1,0,2,0.005,-5.293304825,4,8,16,32,0.5,-5.293304825
2536,3,7,F,3,8,1,331,112,2,0,1,2,0,3,0.01,-4.59511985,9,27,81,243,1,-4.59511985
2537,3,7,F,3,8,1,331,112,2,0,1,3,0,4,0.035,-3.31678004,16,64,256,1024,3.5,-3.31678004
2538,3,7,F,3,8,1,331,112,2,0,1,6,0,5,0.38,-0.489548225,25,125,625,3125,38,-0.489548225
2539,3,7,F,3,8,1,331,112,2,0,2,6,0,6,0.38,-0.489548225,36,216,1296,7776,38,-0.489548225
2540,3,7,F,3,8,1,331,112,2,0,1,6,0,7,0.38,-0.489548225,49,343,2401,16807,38,-0.489548225
2541,3,7,F,3,8,1,331,112,2,0,1,6,0,8,0.38,-0.489548225,64,512,4096,32768,38,-0.489548225
2542,3,8,V,1,12,0,332,113,3,0,2,3,0,1,0.035,-3.31678004,1,1,1,1,3.5,-3.31678004
2543,3,8,V,1,12,0,332,113,3,0,2,3,0,2,0.035,-3.31678004,4,8,16,32,3.5,-3.31678004
2544,3,8,V,1,12,0,332,113,3,0,2,3,0,3,0.035,-3.31678004,9,27,81,243,3.5,-3.31678004
2545,3,8,V,1,12,0,332,113,3,0,2,3,0,4,0.035,-3.31678004,16,64,256,1024,3.5,-3.31678004
2546,3,8,V,1,12,0,332,113,3,0,2,3,0,5,0.035,-3.31678004,25,125,625,3125,3.5,-3.31678004
2547,3,8,V,1,12,0,332,113,3,0,2,3,0,6,0.035,-3.31678004,36,216,1296,7776,3.5,-3.31678004
2548,3,8,V,1,12,0,332,113,3,0,2,3,0,7,0.035,-3.31678004,49,343,2401,16807,3.5,-3.31678004
2549,3,8,V,1,12,0,332,113,3,0,2,3,0,8,0.035,-3.31678004,64,512,4096,32768,3.5,-3.31678004
2550,3,8,V,1,12,0,332,113,3,0,2,3,0,9,0.035,-3.31678004,81,729,6561,59049,3.5,-3.31678004
2551,3,8,V,1,12,0,332,113,3,0,2,3,0,10,0.035,-3.31678004,100,1000,10000,1.00E+05,3.5,-3.31678004
2552,3,8,V,1,12,0,332,113,3,0,2,4,0,11,0.09,-2.313634929,121,1331,14641,161051,9,-2.313634929
2553,3,8,V,1,12,0,332,113,3,0,2,4,1,12,0.09,-2.313634929,144,1728,20736,248832,9,-2.313634929
2554,3,8,V,2,13,1,333,113,3,0,2,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
2555,3,8,V,2,13,1,333,113,3,0,2,1,0,2,0.005,-5.293304825,4,8,16,32,0.5,-5.293304825
2556,3,8,V,2,13,1,333,113,3,0,2,2,0,3,0.01,-4.59511985,9,27,81,243,1,-4.59511985
2557,3,8,V,2,13,1,333,113,3,0,2,3,0,4,0.035,-3.31678004,16,64,256,1024,3.5,-3.31678004
2558,3,8,V,2,13,1,333,113,3,0,2,3,0,5,0.005,-5.293304825,25,125,625,3125,3.5,-3.31678004
2559,3,8,V,2,13,1,333,113,3,0,2,3,0,6,0.035,-3.31678004,36,216,1296,7776,3.5,-3.31678004
2560,3,8,V,2,13,1,333,113,3,0,2,3,1,7,0.035,-3.31678004,49,343,2401,16807,3.5,-3.31678004
2561,3,8,V,2,13,1,333,113,3,0,2,3,1,8,0.035,-3.31678004,64,512,4096,32768,3.5,-3.31678004
2562,3,8,V,2,13,1,333,113,3,0,2,3,1,9,0.035,-3.31678004,81,729,6561,59049,3.5,-3.31678004
2563,3,8,V,2,13,1,333,113,3,0,2,4,1,10,0.09,-2.313634929,100,1000,10000,1.00E+05,9,-2.313634929
2564,3,8,V,2,13,1,333,113,3,0,2,5,1,11,0.14,-1.815289967,121,1331,14641,161051,14,-1.815289967
2565,3,8,V,2,13,1,333,113,3,0,2,5,1,12,0.14,-1.815289967,144,1728,20736,248832,14,-1.815289967
2566,3,8,V,2,13,1,333,113,3,0,2,6,1,13,0.38,-0.489548225,169,2197,28561,371293,38,-0.489548225
2567,3,8,V,3,13,0,334,113,3,0,1,5,0,1,0.14,-1.815289967,1,1,1,1,14,-1.815289967
2568,3,8,V,3,13,0,334,113,3,0,2,5,0,2,0.14,-1.815289967,4,8,16,32,14,-1.815289967
2569,3,8,V,3,13,0,334,113,3,0,2,5,0,3,0.14,-1.815289967,9,27,81,243,14,-1.815289967
2570,3,8,V,3,13,0,334,113,3,0,2,5,0,4,0.14,-1.815289967,16,64,256,1024,14,-1.815289967
2571,3,8,V,3,13,0,334,113,3,0,2,5,0,5,0.09,-2.313634929,25,125,625,3125,14,-1.815289967
2572,3,8,V,3,13,0,334,113,3,0,2,5,0,6,0.09,-2.313634929,36,216,1296,7776,14,-1.815289967
2573,3,8,V,3,13,0,334,113,3,0,2,5,0,7,0.09,-2.313634929,49,343,2401,16807,14,-1.815289967
2574,3,8,V,3,13,0,334,113,3,0,2,5,0,8,0.09,-2.313634929,64,512,4096,32768,14,-1.815289967
2575,3,8,V,3,13,0,334,113,3,0,2,5,1,9,0.09,-2.313634929,81,729,6561,59049,14,-1.815289967
2576,3,8,V,3,13,0,334,113,3,0,2,5,1,10,0.14,-1.815289967,100,1000,10000,1.00E+05,14,-1.815289967
2577,3,8,V,3,13,0,334,113,3,0,2,5,1,11,0.14,-1.815289967,121,1331,14641,161051,14,-1.815289967
2578,3,8,V,3,13,0,334,113,3,0,2,5,1,12,0.14,-1.815289967,144,1728,20736,248832,14,-1.815289967
2579,3,8,V,3,13,0,334,113,3,0,2,6,1,13,0.38,-0.489548225,169,2197,28561,371293,38,-0.489548225
2580,3,9,C,1,19,0,335,114,4,0,0,5,1,1,0.14,-1.815289967,1,1,1,1,14,-1.815289967
2581,3,9,C,1,19,0,335,114,4,0,1,5,1,2,0.14,-1.815289967,4,8,16,32,14,-1.815289967
2582,3,9,C,1,19,0,335,114,4,0,1,5,1,3,0.09,-2.313634929,9,27,81,243,14,-1.815289967
2583,3,9,C,1,19,0,335,114,4,0,1,5,1,4,0.035,-3.31678004,16,64,256,1024,14,-1.815289967
2584,3,9,C,1,19,0,335,114,4,0,1,5,1,5,0.005,-5.293304825,25,125,625,3125,14,-1.815289967
2585,3,9,C,1,19,0,335,114,4,0,1,5,1,6,0.09,-2.313634929,36,216,1296,7776,14,-1.815289967
2586,3,9,C,1,19,0,335,114,4,0,1,5,1,7,0.005,-5.293304825,49,343,2401,16807,14,-1.815289967
2587,3,9,C,1,19,0,335,114,4,0,1,5,1,8,0.005,-5.293304825,64,512,4096,32768,14,-1.815289967
2588,3,9,C,1,19,0,335,114,4,0,1,5,1,9,0.005,-5.293304825,81,729,6561,59049,14,-1.815289967
2589,3,9,C,1,19,0,335,114,4,0,1,5,1,10,0.005,-5.293304825,100,1000,10000,1.00E+05,14,-1.815289967
2590,3,9,C,1,19,0,335,114,4,0,1,5,1,11,0.005,-5.293304825,121,1331,14641,161051,14,-1.815289967
2591,3,9,C,1,19,0,335,114,4,0,1,5,1,12,0.005,-5.293304825,144,1728,20736,248832,14,-1.815289967
2592,3,9,C,1,19,0,335,114,4,0,1,5,1,13,0.005,-5.293304825,169,2197,28561,371293,14,-1.815289967
2593,3,9,C,1,19,0,335,114,4,0,2,5,1,14,0.01,-4.59511985,196,2744,38416,537824,14,-1.815289967
2594,3,9,C,1,19,0,335,114,4,0,1,5,1,15,0.01,-4.59511985,225,3375,50625,759375,14,-1.815289967
2595,3,9,C,1,19,0,335,114,4,0,2,5,1,16,0.005,-5.293304825,256,4096,65536,1048576,14,-1.815289967
2596,3,9,C,1,19,0,335,114,4,0,2,5,1,17,0.005,-5.293304825,289,4913,83521,1419857,14,-1.815289967
2597,3,9,C,1,19,0,335,114,4,0,2,5,1,18,0.005,-5.293304825,324,5832,104976,1889568,14,-1.815289967
2598,3,9,C,1,19,0,335,114,4,0,2,5,1,19,0.005,-5.293304825,361,6859,130321,2476099,14,-1.815289967
2599,3,9,C,2,5,0,336,114,4,0,0,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
2600,3,9,C,2,5,0,336,114,4,0,1,1,0,2,0.005,-5.293304825,4,8,16,32,0.5,-5.293304825
2601,3,9,C,2,5,0,336,114,4,0,1,1,0,3,0.005,-5.293304825,9,27,81,243,0.5,-5.293304825
2602,3,9,C,2,5,0,336,114,4,0,1,1,0,4,0.005,-5.293304825,16,64,256,1024,0.5,-5.293304825
2603,3,9,C,2,5,0,336,114,4,0,1,4,0,5,0.09,-2.313634929,25,125,625,3125,9,-2.313634929
2604,3,10,D,1,7,0,337,115,5,0,3,3,0,1,0.035,-3.31678004,1,1,1,1,3.5,-3.31678004
2605,3,10,D,1,7,0,337,115,5,0,3,3,1,2,0.035,-3.31678004,4,8,16,32,3.5,-3.31678004
2606,3,10,D,1,7,0,337,115,5,0,3,3,1,3,0.035,-3.31678004,9,27,81,243,3.5,-3.31678004
2607,3,10,D,1,7,0,337,115,5,0,3,4,1,4,0.09,-2.313634929,16,64,256,1024,9,-2.313634929
2608,3,10,D,1,7,0,337,115,5,0,3,4,1,5,0.09,-2.313634929,25,125,625,3125,9,-2.313634929
2609,3,10,D,1,7,0,337,115,5,0,3,4,1,6,0.09,-2.313634929,36,216,1296,7776,9,-2.313634929
2610,3,10,D,1,7,0,337,115,5,0,3,4,1,7,0.09,-2.313634929,49,343,2401,16807,9,-2.313634929
2611,3,10,D,2,7,0,338,115,5,0,1,2,0,1,0.01,-4.59511985,1,1,1,1,1,-4.59511985
2612,3,10,D,2,7,0,338,115,5,0,1,2,0,2,0.01,-4.59511985,4,8,16,32,1,-4.59511985
2613,3,10,D,2,7,0,338,115,5,0,1,2,0,3,0.01,-4.59511985,9,27,81,243,1,-4.59511985
2614,3,10,D,2,7,0,338,115,5,0,2,2,0,4,0.01,-4.59511985,16,64,256,1024,1,-4.59511985
2615,3,10,D,2,7,0,338,115,5,0,2,2,1,5,0.01,-4.59511985,25,125,625,3125,1,-4.59511985
2616,3,10,D,2,7,0,338,115,5,0,2,2,1,6,0.005,-5.293304825,36,216,1296,7776,1,-4.59511985
2617,3,10,D,2,7,0,338,115,5,0,3,3,1,7,0.035,-3.31678004,49,343,2401,16807,3.5,-3.31678004
2618,3,10,D,3,2,1,339,115,5,0,2,6,0,1,0.38,-0.489548225,1,1,1,1,38,-0.489548225
2619,3,10,D,3,2,1,339,115,5,0,2,8,0,2,0.88,1.992430165,4,8,16,32,88,1.992430165
2620,3,6,C,1,8,0,340,116,1,0,1,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
2621,3,6,C,1,8,0,340,116,1,0,1,1,0,2,0.005,-5.293304825,4,8,16,32,0.5,-5.293304825
2622,3,6,C,1,8,0,340,116,1,0,2,1,0,3,0.005,-5.293304825,9,27,81,243,0.5,-5.293304825
2623,3,6,C,1,8,0,340,116,1,0,2,1,0,4,0.005,-5.293304825,16,64,256,1024,0.5,-5.293304825
2624,3,6,C,1,8,0,340,116,1,0,1,1,0,5,0.005,-5.293304825,25,125,625,3125,0.5,-5.293304825
2625,3,6,C,1,8,0,340,116,1,0,1,1,1,6,0.005,-5.293304825,36,216,1296,7776,0.5,-5.293304825
2626,3,6,C,1,8,0,340,116,1,0,1,3,1,7,0.035,-3.31678004,49,343,2401,16807,3.5,-3.31678004
2627,3,6,C,1,8,0,340,116,1,0,1,3,1,8,0.035,-3.31678004,64,512,4096,32768,3.5,-3.31678004
2628,3,6,C,2,7,0,341,116,1,0,1,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
2629,3,6,C,2,7,0,341,116,1,0,1,1,0,2,0.005,-5.293304825,4,8,16,32,0.5,-5.293304825
2630,3,6,C,2,7,0,341,116,1,0,2,1,0,3,0.005,-5.293304825,9,27,81,243,0.5,-5.293304825
2631,3,6,C,2,7,0,341,116,1,0,2,1,0,4,0.005,-5.293304825,16,64,256,1024,0.5,-5.293304825
2632,3,6,C,2,7,0,341,116,1,0,1,1,1,5,0.005,-5.293304825,25,125,625,3125,0.5,-5.293304825
2633,3,6,C,2,7,0,341,116,1,0,2,1,1,6,0.005,-5.293304825,36,216,1296,7776,0.5,-5.293304825
2634,3,6,C,2,7,0,341,116,1,0,1,1,1,7,0.005,-5.293304825,49,343,2401,16807,0.5,-5.293304825
2635,3,6,C,3,4,1,342,116,1,0,0,6,1,1,0.38,-0.489548225,1,1,1,1,38,-0.489548225
2636,3,6,C,3,4,1,342,116,1,0,1,6,1,2,0.38,-0.489548225,4,8,16,32,38,-0.489548225
2637,3,6,C,3,4,1,342,116,1,0,1,7,1,3,0.63,0.532216814,9,27,81,243,63,0.532216814
2638,3,6,C,3,4,1,342,116,1,0,1,8,1,4,0.88,1.992430165,16,64,256,1024,88,1.992430165
2639,3,7,D,1,3,0,343,117,2,0,2,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
2640,3,7,D,1,3,0,343,117,2,0,2,1,0,2,0.005,-5.293304825,4,8,16,32,0.5,-5.293304825
2641,3,7,D,1,3,0,343,117,2,0,3,5,0,3,0.14,-1.815289967,9,27,81,243,14,-1.815289967
2642,3,7,D,2,6,0,344,117,2,0,2,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
2643,3,7,D,2,6,0,344,117,2,0,2,1,0,2,0.005,-5.293304825,4,8,16,32,0.5,-5.293304825
2644,3,7,D,2,6,0,344,117,2,0,2,1,0,3,0.005,-5.293304825,9,27,81,243,0.5,-5.293304825
2645,3,7,D,2,6,0,344,117,2,0,2,1,1,4,0.005,-5.293304825,16,64,256,1024,0.5,-5.293304825
2646,3,7,D,2,6,0,344,117,2,0,2,3,1,5,0.035,-3.31678004,25,125,625,3125,3.5,-3.31678004
2647,3,7,D,2,6,0,344,117,2,0,2,3,1,6,0.035,-3.31678004,36,216,1296,7776,3.5,-3.31678004
2648,3,7,D,3,4,0,345,117,2,0,1,3,0,1,0.035,-3.31678004,1,1,1,1,3.5,-3.31678004
2649,3,7,D,3,4,0,345,117,2,0,2,3,0,2,0.035,-3.31678004,4,8,16,32,3.5,-3.31678004
2650,3,7,D,3,4,0,345,117,2,0,2,3,0,3,0.035,-3.31678004,9,27,81,243,3.5,-3.31678004
2651,3,7,D,3,4,0,345,117,2,0,2,3,0,4,0.035,-3.31678004,16,64,256,1024,3.5,-3.31678004
2652,3,8,F,1,12,0,346,118,3,0,1,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
2653,3,8,F,1,12,0,346,118,3,0,1,1,0,2,0.005,-5.293304825,4,8,16,32,0.5,-5.293304825
2654,3,8,F,1,12,0,346,118,3,0,1,1,0,3,0.005,-5.293304825,9,27,81,243,0.5,-5.293304825
2655,3,8,F,1,12,0,346,118,3,0,1,1,0,4,0.005,-5.293304825,16,64,256,1024,0.5,-5.293304825
2656,3,8,F,1,12,0,346,118,3,0,2,1,0,5,0.005,-5.293304825,25,125,625,3125,0.5,-5.293304825
2657,3,8,F,1,12,0,346,118,3,0,2,1,1,6,0.005,-5.293304825,36,216,1296,7776,0.5,-5.293304825
2658,3,8,F,1,12,0,346,118,3,0,2,3,1,7,0.035,-3.31678004,49,343,2401,16807,3.5,-3.31678004
2659,3,8,F,1,12,0,346,118,3,0,2,3,1,8,0.035,-3.31678004,64,512,4096,32768,3.5,-3.31678004
2660,3,8,F,1,12,0,346,118,3,0,2,4,1,9,0.09,-2.313634929,81,729,6561,59049,9,-2.313634929
2661,3,8,F,1,12,0,346,118,3,0,2,4,1,10,0.09,-2.313634929,100,1000,10000,1.00E+05,9,-2.313634929
2662,3,8,F,1,12,0,346,118,3,0,2,5,1,11,0.14,-1.815289967,121,1331,14641,161051,14,-1.815289967
2663,3,8,F,1,12,0,346,118,3,0,2,6,0,12,0.38,-0.489548225,144,1728,20736,248832,38,-0.489548225
2664,3,8,F,2,9,0,347,118,3,0,1,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
2665,3,8,F,2,9,0,347,118,3,0,1,1,0,2,0.005,-5.293304825,4,8,16,32,0.5,-5.293304825
2666,3,8,F,2,9,0,347,118,3,0,1,2,0,3,0.01,-4.59511985,9,27,81,243,1,-4.59511985
2667,3,8,F,2,9,0,347,118,3,0,1,3,0,4,0.035,-3.31678004,16,64,256,1024,3.5,-3.31678004
2668,3,8,F,2,9,0,347,118,3,0,1,3,0,5,0.035,-3.31678004,25,125,625,3125,3.5,-3.31678004
2669,3,8,F,2,9,0,347,118,3,0,2,3,0,6,0.035,-3.31678004,36,216,1296,7776,3.5,-3.31678004
2670,3,8,F,2,9,0,347,118,3,0,2,3,0,7,0.035,-3.31678004,49,343,2401,16807,3.5,-3.31678004
2671,3,8,F,2,9,0,347,118,3,0,2,3,0,8,0.01,-4.59511985,64,512,4096,32768,3.5,-3.31678004
2672,3,8,F,2,9,0,347,118,3,0,2,3,0,9,0.035,-3.31678004,81,729,6561,59049,3.5,-3.31678004
2673,3,8,F,3,7,0,348,118,3,0,1,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
2674,3,8,F,3,7,0,348,118,3,0,2,3,0,2,0.035,-3.31678004,4,8,16,32,3.5,-3.31678004
2675,3,8,F,3,7,0,348,118,3,0,2,3,0,3,0.035,-3.31678004,9,27,81,243,3.5,-3.31678004
2676,3,8,F,3,7,0,348,118,3,0,2,3,0,4,0.035,-3.31678004,16,64,256,1024,3.5,-3.31678004
2677,3,8,F,3,7,0,348,118,3,0,1,6,0,5,0.38,-0.489548225,25,125,625,3125,38,-0.489548225
2678,3,8,F,3,7,0,348,118,3,0,2,6,0,6,0.09,-2.313634929,36,216,1296,7776,38,-0.489548225
2679,3,8,F,3,7,0,348,118,3,0,2,6,1,7,0.38,-0.489548225,49,343,2401,16807,38,-0.489548225
2680,3,9,V,1,12,0,349,119,4,0,2,5,1,1,0.14,-1.815289967,1,1,1,1,14,-1.815289967
2681,3,9,V,1,12,0,349,119,4,0,2,5,1,2,0.14,-1.815289967,4,8,16,32,14,-1.815289967
2682,3,9,V,1,12,0,349,119,4,0,2,5,1,3,0.09,-2.313634929,9,27,81,243,14,-1.815289967
2683,3,9,V,1,12,0,349,119,4,0,2,5,1,4,0.035,-3.31678004,16,64,256,1024,14,-1.815289967
2684,3,9,V,1,12,0,349,119,4,0,2,5,1,5,0.01,-4.59511985,25,125,625,3125,14,-1.815289967
2685,3,9,V,1,12,0,349,119,4,0,2,5,1,6,0.09,-2.313634929,36,216,1296,7776,14,-1.815289967
2686,3,9,V,1,12,0,349,119,4,0,2,5,1,7,0.035,-3.31678004,49,343,2401,16807,14,-1.815289967
2687,3,9,V,1,12,0,349,119,4,0,2,5,1,8,0.09,-2.313634929,64,512,4096,32768,14,-1.815289967
2688,3,9,V,1,12,0,349,119,4,0,2,5,1,9,0.09,-2.313634929,81,729,6561,59049,14,-1.815289967
2689,3,9,V,1,12,0,349,119,4,0,2,5,1,10,0.09,-2.313634929,100,1000,10000,1.00E+05,14,-1.815289967
2690,3,9,V,1,12,0,349,119,4,0,2,5,1,11,0.09,-2.313634929,121,1331,14641,161051,14,-1.815289967
2691,3,9,V,1,12,0,349,119,4,0,2,5,1,12,0.09,-2.313634929,144,1728,20736,248832,14,-1.815289967
2692,3,9,V,2,15,0,350,119,4,0,2,4,0,1,0.09,-2.313634929,1,1,1,1,9,-2.313634929
2693,3,9,V,2,15,0,350,119,4,0,2,4,0,2,0.09,-2.313634929,4,8,16,32,9,-2.313634929
2694,3,9,V,2,15,0,350,119,4,0,2,4,0,3,0.09,-2.313634929,9,27,81,243,9,-2.313634929
2695,3,9,V,2,15,0,350,119,4,0,2,4,0,4,0.09,-2.313634929,16,64,256,1024,9,-2.313634929
2696,3,9,V,2,15,0,350,119,4,0,2,4,0,5,0.035,-3.31678004,25,125,625,3125,9,-2.313634929
2697,3,9,V,2,15,0,350,119,4,0,2,4,0,6,0.09,-2.313634929,36,216,1296,7776,9,-2.313634929
2698,3,9,V,2,15,0,350,119,4,0,2,4,0,7,0.09,-2.313634929,49,343,2401,16807,9,-2.313634929
2699,3,9,V,2,15,0,350,119,4,0,2,4,0,8,0.09,-2.313634929,64,512,4096,32768,9,-2.313634929
2700,3,9,V,2,15,0,350,119,4,0,2,4,0,9,0.09,-2.313634929,81,729,6561,59049,9,-2.313634929
2701,3,9,V,2,15,0,350,119,4,0,2,4,0,10,0.09,-2.313634929,100,1000,10000,1.00E+05,9,-2.313634929
2702,3,9,V,2,15,0,350,119,4,0,2,4,0,11,0.09,-2.313634929,121,1331,14641,161051,9,-2.313634929
2703,3,9,V,2,15,0,350,119,4,0,2,4,0,12,0.09,-2.313634929,144,1728,20736,248832,9,-2.313634929
2704,3,9,V,2,15,0,350,119,4,0,2,4,0,13,0.09,-2.313634929,169,2197,28561,371293,9,-2.313634929
2705,3,9,V,2,15,0,350,119,4,0,2,4,0,14,0.09,-2.313634929,196,2744,38416,537824,9,-2.313634929
2706,3,9,V,2,15,0,350,119,4,0,3,4,0,15,0.09,-2.313634929,225,3375,50625,759375,9,-2.313634929
2707,3,9,V,3,14,0,351,119,4,0,1,4,0,1,0.09,-2.313634929,1,1,1,1,9,-2.313634929
2708,3,9,V,3,14,0,351,119,4,0,2,4,0,2,0.09,-2.313634929,4,8,16,32,9,-2.313634929
2709,3,9,V,3,14,0,351,119,4,0,2,4,0,3,0.09,-2.313634929,9,27,81,243,9,-2.313634929
2710,3,9,V,3,14,0,351,119,4,0,2,4,0,4,0.09,-2.313634929,16,64,256,1024,9,-2.313634929
2711,3,9,V,3,14,0,351,119,4,0,2,4,0,5,0.09,-2.313634929,25,125,625,3125,9,-2.313634929
2712,3,9,V,3,14,0,351,119,4,0,2,4,0,6,0.09,-2.313634929,36,216,1296,7776,9,-2.313634929
2713,3,9,V,3,14,0,351,119,4,0,2,4,0,7,0.09,-2.313634929,49,343,2401,16807,9,-2.313634929
2714,3,9,V,3,14,0,351,119,4,0,2,4,0,8,0.09,-2.313634929,64,512,4096,32768,9,-2.313634929
2715,3,9,V,3,14,0,351,119,4,0,2,4,0,9,0.09,-2.313634929,81,729,6561,59049,9,-2.313634929
2716,3,9,V,3,14,0,351,119,4,0,2,4,0,10,0.09,-2.313634929,100,1000,10000,1.00E+05,9,-2.313634929
2717,3,9,V,3,14,0,351,119,4,0,2,4,0,11,0.09,-2.313634929,121,1331,14641,161051,9,-2.313634929
2718,3,9,V,3,14,0,351,119,4,0,2,4,0,12,0.09,-2.313634929,144,1728,20736,248832,9,-2.313634929
2719,3,9,V,3,14,0,351,119,4,0,2,4,0,13,0.09,-2.313634929,169,2197,28561,371293,9,-2.313634929
2720,3,9,V,3,14,0,351,119,4,0,2,5,0,14,0.14,-1.815289967,196,2744,38416,537824,14,-1.815289967
2721,3,10,C,1,6,0,352,120,5,0,1,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
2722,3,10,C,1,6,0,352,120,5,0,1,2,1,2,0.01,-4.59511985,4,8,16,32,1,-4.59511985
2723,3,10,C,1,6,0,352,120,5,0,1,3,1,3,0.035,-3.31678004,9,27,81,243,3.5,-3.31678004
2724,3,10,C,1,6,0,352,120,5,0,1,3,1,4,0.035,-3.31678004,16,64,256,1024,3.5,-3.31678004
2725,3,10,C,1,6,0,352,120,5,0,1,3,1,5,0.005,-5.293304825,25,125,625,3125,3.5,-3.31678004
2726,3,10,C,1,6,0,352,120,5,0,1,3,1,6,0.035,-3.31678004,36,216,1296,7776,3.5,-3.31678004
2727,3,10,C,2,12,0,353,120,5,0,1,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
2728,3,10,C,2,12,0,353,120,5,0,1,3,0,2,0.035,-3.31678004,4,8,16,32,3.5,-3.31678004
2729,3,10,C,2,12,0,353,120,5,0,1,3,0,3,0.01,-4.59511985,9,27,81,243,3.5,-3.31678004
2730,3,10,C,2,12,0,353,120,5,0,1,3,0,4,0.005,-5.293304825,16,64,256,1024,3.5,-3.31678004
2731,3,10,C,2,12,0,353,120,5,0,2,3,0,5,0.035,-3.31678004,25,125,625,3125,3.5,-3.31678004
2732,3,10,C,2,12,0,353,120,5,0,2,3,0,6,0.035,-3.31678004,36,216,1296,7776,3.5,-3.31678004
2733,3,10,C,2,12,0,353,120,5,0,1,3,0,7,0.035,-3.31678004,49,343,2401,16807,3.5,-3.31678004
2734,3,10,C,2,12,0,353,120,5,0,1,3,0,8,0.005,-5.293304825,64,512,4096,32768,3.5,-3.31678004
2735,3,10,C,2,12,0,353,120,5,0,2,3,0,9,0.035,-3.31678004,81,729,6561,59049,3.5,-3.31678004
2736,3,10,C,2,12,0,353,120,5,0,2,3,0,10,0.035,-3.31678004,100,1000,10000,1.00E+05,3.5,-3.31678004
2737,3,10,C,2,12,0,353,120,5,0,1,3,1,11,0.035,-3.31678004,121,1331,14641,161051,3.5,-3.31678004
2738,3,10,C,2,12,0,353,120,5,0,1,3,1,12,0.035,-3.31678004,144,1728,20736,248832,3.5,-3.31678004
2739,3,10,C,3,7,0,354,120,5,0,1,1,1,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
2740,3,10,C,3,7,0,354,120,5,0,1,4,1,2,0.09,-2.313634929,4,8,16,32,9,-2.313634929
2741,3,10,C,3,7,0,354,120,5,0,1,4,1,3,0.09,-2.313634929,9,27,81,243,9,-2.313634929
2742,3,10,C,3,7,0,354,120,5,0,1,4,1,4,0.09,-2.313634929,16,64,256,1024,9,-2.313634929
2743,3,10,C,3,7,0,354,120,5,0,1,6,1,5,0.38,-0.489548225,25,125,625,3125,38,-0.489548225
2744,3,10,C,3,7,0,354,120,5,0,1,6,1,6,0.035,-3.31678004,36,216,1296,7776,38,-0.489548225
2745,3,10,C,3,7,0,354,120,5,0,1,6,1,7,0.035,-3.31678004,49,343,2401,16807,38,-0.489548225
2746,4,1,V,1,6,1,355,121,1,1,2,4,0,1,0.09,-2.313634929,1,1,1,1,9,-2.313634929
